school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
9537,School_9537,Synthetic,Tertiary,Public,Bauchi,11.368767,11.931852,1067,55,0.0515,51.96,Medium,53.73,High Risk,4.8,0,1,2.8,0.68,0.4261,59.23,0.38,0.62,0.48,53.16,Low,High Risk,#d73027,#d73027
9538,School_9538,Synthetic,Junior Secondary,Public,Bauchi,9.414817,9.935695,427,17,0.0398,50.8,Medium,52.45,High Risk,2.17,0,0,2.21,2.24,0.4636,85.43,0.38,0.62,0.48,45.36,Low,High Risk,#d73027,#d73027
9539,School_9539,Synthetic,Primary,Public,Bauchi,10.067765,11.918355,319,6,0.0188,66.01,Medium,48.49,High Risk,4.03,0,1,2.71,2.47,0.3162,30.71,0.38,0.62,0.48,46.32,Low,High Risk,#d73027,#d73027
9540,School_9540,Synthetic,Senior Secondary,Public,Bauchi,10.453802,11.833853,212,8,0.0377,41.55,Low,47.09,High Risk,2.44,0,1,2.82,0.74,0.547,54.05,0.38,0.62,0.48,44.64,Low,High Risk,#d73027,#d73027
9541,School_9541,Synthetic,Primary,Public,Bauchi,10.202,10.768327,388,7,0.018,54.72,Medium,54.29,High Risk,3.19,0,1,2.12,2.25,0.56,24.14,0.38,0.62,0.48,47.22,Low,High Risk,#d73027,#d73027
9542,School_9542,Synthetic,Primary,Public,Bauchi,9.34016,9.905103,538,14,0.026,53.24,Medium,42.2,High Risk,2.29,0,1,1.48,11.28,0.3951,38.56,0.38,0.62,0.48,42.17,Low,High Risk,#d73027,#d73027
9543,School_9543,Synthetic,Primary,Private,Bauchi,9.568742,9.958431,340,7,0.0206,57.8,Medium,45.38,High Risk,2.61,0,0,0.98,1.92,0.5252,42.65,0.38,0.62,0.48,45.87,Low,High Risk,#d73027,#d73027
9544,School_9544,Synthetic,Senior Secondary,Private,Bauchi,10.675258,9.574799,167,5,0.0299,48.11,Low,37.35,High Risk,2.99,1,0,1.83,13.97,0.5415,37.91,0.38,0.62,0.48,48.36,Low,High Risk,#d73027,#d73027
9545,School_9545,Synthetic,Primary,Public,Bauchi,10.752018,9.640804,413,11,0.0266,39.2,Low,49.1,High Risk,4.41,0,1,1.86,9.57,0.5157,42.29,0.38,0.62,0.48,45.01,Low,High Risk,#d73027,#d73027
9546,School_9546,Synthetic,Primary,Public,Bauchi,10.188017,10.519019,560,20,0.0357,35.38,Low,49.89,High Risk,2.99,0,1,2.35,4.77,0.4258,18.56,0.38,0.62,0.48,44.93,Low,High Risk,#d73027,#d73027
9547,School_9547,Synthetic,Junior Secondary,Public,Bauchi,10.330732,10.079269,163,2,0.0123,60.08,Medium,52.5,High Risk,2.99,0,1,2.25,16.92,0.4426,69.54,0.38,0.62,0.48,43.31,Low,High Risk,#d73027,#d73027
9548,School_9548,Synthetic,Primary,Private,Bauchi,11.184309,10.602219,380,9,0.0237,33.48,Low,38.41,High Risk,3.6,1,1,2.34,20.63,0.6673,75.18,0.38,0.62,0.48,50.31,Low,High Risk,#d73027,#d73027
9549,School_9549,Synthetic,Primary,Private,Bauchi,9.346965,9.600511,323,8,0.0248,50.6,Medium,39.03,High Risk,3.91,0,0,2.46,7.95,0.3995,53.38,0.38,0.62,0.48,44.8,Low,High Risk,#d73027,#d73027
9550,School_9550,Synthetic,Junior Secondary,Public,Bauchi,11.297392,9.44623,415,14,0.0337,41.22,Low,52.08,High Risk,5.15,0,0,2.42,7.24,0.2823,35.08,0.38,0.62,0.48,45.52,Low,High Risk,#d73027,#d73027
9551,School_9551,Synthetic,Senior Secondary,Public,Bauchi,9.23749,11.080032,266,9,0.0338,57.72,Medium,61.09,High Risk,4.1,0,0,2.42,0.1,0.4384,30.76,0.38,0.62,0.48,45.86,Low,High Risk,#d73027,#d73027
9552,School_9552,Synthetic,Tertiary,Public,Bauchi,11.238076,10.311108,910,62,0.0681,46.43,Low,49.34,High Risk,3.0,0,1,2.57,2.31,0.6038,45.87,0.38,0.62,0.48,54.42,Low,High Risk,#d73027,#d73027
9553,School_9553,Synthetic,Primary,Private,Bauchi,10.970044,11.938704,490,9,0.0184,49.81,Low,42.04,High Risk,3.17,0,0,2.27,2.43,0.5325,59.75,0.38,0.62,0.48,46.46,Low,High Risk,#d73027,#d73027
9554,School_9554,Synthetic,Junior Secondary,Private,Bauchi,11.301994,9.997069,182,4,0.022,46.69,Low,52.08,High Risk,5.3,0,1,1.95,4.76,0.4403,73.08,0.38,0.62,0.48,46.41,Low,High Risk,#d73027,#d73027
9555,School_9555,Synthetic,Primary,Private,Bauchi,10.862734,10.782593,521,13,0.025,33.72,Low,44.84,High Risk,4.2,0,1,2.49,6.73,0.3989,60.06,0.38,0.62,0.48,44.44,Low,High Risk,#d73027,#d73027
9556,School_9556,Synthetic,Tertiary,Public,Bauchi,11.289997,11.661875,1534,80,0.0522,66.88,Medium,47.69,High Risk,5.56,0,1,2.61,17.12,0.3861,53.8,0.38,0.62,0.48,53.14,Low,High Risk,#d73027,#d73027
9557,School_9557,Synthetic,Primary,Public,Bauchi,10.569059,10.650021,435,5,0.0115,59.28,Medium,50.25,High Risk,1.57,0,0,1.79,2.69,0.511,35.44,0.38,0.62,0.48,46.58,Low,High Risk,#d73027,#d73027
9558,School_9558,Synthetic,Primary,Public,Bauchi,9.009977,9.457461,302,11,0.0364,40.1,Low,45.77,High Risk,1.58,0,0,3.04,8.33,0.3202,33.86,0.38,0.62,0.48,43.15,Low,High Risk,#d73027,#d73027
9559,School_9559,Synthetic,Junior Secondary,Private,Bauchi,9.818243,11.901919,371,13,0.035,44.47,Low,36.93,High Risk,3.61,1,1,2.29,15.83,0.5029,49.73,0.38,0.62,0.48,49.35,Low,High Risk,#d73027,#d73027
9560,School_9560,Synthetic,Primary,Mission/Faith-based,Bauchi,9.247623,11.143901,204,5,0.0245,40.21,Low,42.11,High Risk,3.31,0,0,2.47,1.45,0.4302,85.85,0.38,0.62,0.48,46.32,Low,High Risk,#d73027,#d73027
9561,School_9561,Synthetic,Primary,Public,Bauchi,11.086337,9.683496,327,7,0.0214,35.35,Low,50.64,High Risk,2.43,0,1,1.62,0.36,0.4849,10.73,0.38,0.62,0.48,47.14,Low,High Risk,#d73027,#d73027
9562,School_9562,Synthetic,Primary,Public,Bauchi,11.212055,10.375299,490,14,0.0286,37.89,Low,47.09,High Risk,1.53,0,0,1.55,9.38,0.4148,60.94,0.38,0.62,0.48,44.35,Low,High Risk,#d73027,#d73027
9563,School_9563,Synthetic,Primary,Private,Bauchi,10.920917,9.947876,380,11,0.0289,40.2,Low,44.73,High Risk,9.6,1,1,3.65,11.37,0.2058,40.51,0.38,0.62,0.48,51.36,Low,High Risk,#d73027,#d73027
9564,School_9564,Synthetic,Primary,Private,Bauchi,10.879382,10.558915,342,10,0.0292,54.21,Medium,48.43,High Risk,3.94,0,1,2.19,7.13,0.5145,71.24,0.38,0.62,0.48,45.05,Low,High Risk,#d73027,#d73027
9565,School_9565,Synthetic,Senior Secondary,Private,Bauchi,11.080197,10.500389,273,8,0.0293,46.0,Low,46.49,High Risk,5.82,0,0,2.29,8.65,0.3725,44.99,0.38,0.62,0.48,46.03,Low,High Risk,#d73027,#d73027
9566,School_9566,Synthetic,Senior Secondary,Private,Bauchi,9.997761,10.546636,325,18,0.0554,46.9,Low,49.68,High Risk,7.65,0,1,3.04,0.26,0.4532,59.83,0.38,0.62,0.48,45.82,Low,High Risk,#d73027,#d73027
9567,School_9567,Synthetic,Primary,Public,Bauchi,9.255529,10.448307,283,10,0.0353,45.72,Low,44.0,High Risk,3.26,0,0,2.18,7.84,0.2822,66.05,0.38,0.62,0.48,43.64,Low,High Risk,#d73027,#d73027
9568,School_9568,Synthetic,Senior Secondary,Public,Bauchi,9.060787,10.673522,349,11,0.0315,56.46,Medium,43.19,High Risk,2.74,0,1,2.21,1.46,0.6669,29.96,0.38,0.62,0.48,47.07,Low,High Risk,#d73027,#d73027
9569,School_9569,Synthetic,Junior Secondary,Public,Bauchi,10.509666,11.553281,154,6,0.039,63.7,Medium,45.95,High Risk,4.05,0,0,2.85,0.3,0.3461,43.19,0.38,0.62,0.48,46.13,Low,High Risk,#d73027,#d73027
9570,School_9570,Synthetic,Junior Secondary,Private,Bauchi,9.104077,11.888941,137,3,0.0219,52.83,Medium,45.49,High Risk,5.32,1,0,2.0,9.78,0.3239,46.69,0.38,0.62,0.48,50.4,Low,High Risk,#d73027,#d73027
9571,School_9571,Synthetic,Primary,Mission/Faith-based,Bauchi,10.693294,11.380158,264,6,0.0227,38.21,Low,43.0,High Risk,0.48,0,1,1.53,9.17,0.5755,56.35,0.38,0.62,0.48,44.28,Low,High Risk,#d73027,#d73027
9572,School_9572,Synthetic,Senior Secondary,Public,Bauchi,11.456593,10.411588,307,3,0.0098,43.68,Low,43.95,High Risk,3.53,0,0,2.29,12.21,0.4351,72.76,0.38,0.62,0.48,44.78,Low,High Risk,#d73027,#d73027
9573,School_9573,Synthetic,Primary,Public,Bauchi,9.852209,11.745696,413,17,0.0412,53.75,Medium,60.57,High Risk,1.98,0,1,2.57,7.05,0.3171,42.01,0.38,0.62,0.48,42.94,Low,High Risk,#d73027,#d73027
9574,School_9574,Synthetic,Primary,Public,Bauchi,10.288369,9.447391,559,20,0.0358,17.91,Low,52.33,High Risk,1.83,0,1,2.26,1.2,0.5897,67.45,0.38,0.62,0.48,45.65,Low,High Risk,#d73027,#d73027
9575,School_9575,Synthetic,Tertiary,Public,Bauchi,10.485121,9.592696,1938,112,0.0578,32.56,Low,50.09,High Risk,4.81,0,1,1.75,0.31,0.5429,73.59,0.38,0.62,0.48,60.96,Medium,High Risk,#fee08b,#d73027
9576,School_9576,Synthetic,Junior Secondary,Public,Bauchi,11.113581,9.712046,328,13,0.0396,50.77,Medium,41.32,High Risk,2.61,0,0,2.17,2.76,0.3988,43.65,0.38,0.62,0.48,44.57,Low,High Risk,#d73027,#d73027
9577,School_9577,Synthetic,Primary,Public,Bauchi,11.402683,10.259379,181,4,0.0221,54.0,Medium,43.96,High Risk,3.98,0,1,1.79,2.14,0.3092,59.68,0.38,0.62,0.48,46.62,Low,High Risk,#d73027,#d73027
9578,School_9578,Synthetic,Primary,Public,Bauchi,9.057945,11.435897,687,26,0.0378,53.48,Medium,41.73,High Risk,3.87,0,1,2.38,5.79,0.3849,36.85,0.38,0.62,0.48,44.3,Low,High Risk,#d73027,#d73027
9579,School_9579,Synthetic,Primary,Public,Bauchi,9.04393,10.24656,325,13,0.04,43.03,Low,43.15,High Risk,3.1,0,1,2.73,3.51,0.289,39.73,0.38,0.62,0.48,43.08,Low,High Risk,#d73027,#d73027
9580,School_9580,Synthetic,Junior Secondary,Public,Bauchi,10.942669,9.434403,332,14,0.0422,41.79,Low,42.21,High Risk,3.08,0,0,2.22,10.35,0.6226,32.62,0.38,0.62,0.48,44.49,Low,High Risk,#d73027,#d73027
9581,School_9581,Synthetic,Primary,Public,Bauchi,9.526642,11.310615,339,11,0.0324,52.64,Medium,52.28,High Risk,3.41,0,1,2.98,0.92,0.2823,30.26,0.38,0.62,0.48,43.71,Low,High Risk,#d73027,#d73027
9582,School_9582,Synthetic,Primary,Private,Bauchi,10.284759,11.878365,348,7,0.0201,49.29,Low,37.05,High Risk,3.33,1,0,1.96,1.91,0.4386,41.84,0.38,0.62,0.48,52.37,Low,High Risk,#d73027,#d73027
9583,School_9583,Synthetic,Primary,Private,Bauchi,11.493817,9.942937,424,8,0.0189,48.52,Low,39.48,High Risk,5.9,1,1,2.23,19.12,0.3105,67.65,0.38,0.62,0.48,50.42,Low,High Risk,#d73027,#d73027
9584,School_9584,Synthetic,Primary,Private,Bauchi,10.622104,10.239092,454,13,0.0286,34.17,Low,44.57,High Risk,4.39,1,0,1.69,1.68,0.4207,87.19,0.38,0.62,0.48,51.64,Low,High Risk,#d73027,#d73027
9585,School_9585,Synthetic,Primary,Public,Bauchi,9.094829,11.054811,317,8,0.0252,50.08,Medium,45.82,High Risk,1.39,0,0,2.08,3.64,0.5224,59.73,0.38,0.62,0.48,45.91,Low,High Risk,#d73027,#d73027
9586,School_9586,Synthetic,Senior Secondary,Public,Bauchi,10.688182,10.677811,151,5,0.0331,37.98,Low,52.29,High Risk,3.69,0,0,2.38,2.33,0.4729,51.18,0.38,0.62,0.48,45.45,Low,High Risk,#d73027,#d73027
9587,School_9587,Synthetic,Junior Secondary,Private,Bauchi,10.840093,11.389869,302,11,0.0364,55.76,Medium,46.24,High Risk,3.58,1,1,1.7,3.88,0.4706,67.84,0.38,0.62,0.48,50.35,Low,High Risk,#d73027,#d73027
9588,School_9588,Synthetic,Junior Secondary,Public,Bauchi,10.666929,9.578417,228,5,0.0219,64.39,Medium,43.22,High Risk,1.92,0,0,1.95,23.6,0.5718,44.37,0.38,0.62,0.48,43.8,Low,High Risk,#d73027,#d73027
9589,School_9589,Synthetic,Primary,Mission/Faith-based,Bauchi,10.012158,10.040499,314,12,0.0382,19.76,Low,42.72,High Risk,2.65,0,1,2.2,10.54,0.4488,41.41,0.38,0.62,0.48,43.65,Low,High Risk,#d73027,#d73027
9590,School_9590,Synthetic,Senior Secondary,Public,Bauchi,10.822898,10.316714,314,8,0.0255,46.49,Low,50.37,High Risk,3.25,0,0,2.81,3.37,0.5887,61.58,0.38,0.62,0.48,45.95,Low,High Risk,#d73027,#d73027
9591,School_9591,Synthetic,Primary,Public,Bauchi,9.179131,11.201567,489,18,0.0368,47.97,Low,49.97,High Risk,5.95,0,1,2.19,5.34,0.4111,36.96,0.38,0.62,0.48,45.21,Low,High Risk,#d73027,#d73027
9592,School_9592,Synthetic,Senior Secondary,Public,Bauchi,9.603507,11.772077,290,15,0.0517,28.04,Low,48.53,High Risk,0.19,0,1,1.72,11.19,0.4335,40.56,0.38,0.62,0.48,41.81,Low,High Risk,#d73027,#d73027
9593,School_9593,Synthetic,Tertiary,Private,Bauchi,11.473947,11.78904,996,60,0.0602,51.08,Medium,50.26,High Risk,3.22,0,1,1.93,1.04,0.4736,52.57,0.38,0.62,0.48,52.4,Low,High Risk,#d73027,#d73027
9594,School_9594,Synthetic,Junior Secondary,Mission/Faith-based,Bauchi,10.104322,10.649837,321,11,0.0343,45.85,Low,57.17,High Risk,1.85,0,1,1.66,9.04,0.3706,52.74,0.38,0.62,0.48,42.74,Low,High Risk,#d73027,#d73027
9595,School_9595,Synthetic,Junior Secondary,Private,Bauchi,10.173688,9.843946,416,18,0.0433,32.49,Low,42.91,High Risk,2.62,0,0,1.19,1.86,0.4255,64.87,0.38,0.62,0.48,46.09,Low,High Risk,#d73027,#d73027
9596,School_9596,Synthetic,Junior Secondary,Mission/Faith-based,Bauchi,10.322708,9.424503,404,17,0.0421,34.27,Low,50.09,High Risk,1.74,0,1,2.22,17.42,0.2964,56.98,0.38,0.62,0.48,41.69,Low,High Risk,#d73027,#d73027
9597,School_9597,Synthetic,Junior Secondary,Public,Bauchi,9.258922,10.015456,285,7,0.0246,41.8,Low,42.02,High Risk,3.66,0,1,2.22,2.87,0.3224,52.92,0.38,0.62,0.48,45.73,Low,High Risk,#d73027,#d73027
9598,School_9598,Synthetic,Primary,Private,Bauchi,9.48763,10.677235,179,3,0.0168,45.81,Low,42.11,High Risk,5.93,0,0,2.4,13.56,0.4255,40.23,0.38,0.62,0.48,44.95,Low,High Risk,#d73027,#d73027
9599,School_9599,Synthetic,Primary,Private,Bauchi,10.274535,11.089255,458,12,0.0262,47.78,Low,45.72,High Risk,2.91,1,1,1.94,19.36,0.4766,41.18,0.38,0.62,0.48,48.39,Low,High Risk,#d73027,#d73027
9600,School_9600,Synthetic,Primary,Public,Bauchi,10.902204,11.206086,310,10,0.0323,54.63,Medium,48.55,High Risk,5.88,0,1,2.84,26.22,0.4886,28.05,0.38,0.62,0.48,48.9,Low,High Risk,#d73027,#d73027
9601,School_9601,Synthetic,Tertiary,Public,Bauchi,10.565246,11.387794,1352,74,0.0547,34.21,Low,57.1,High Risk,5.47,0,0,2.16,22.13,0.3738,42.38,0.38,0.62,0.48,52.85,Low,High Risk,#d73027,#d73027
9602,School_9602,Synthetic,Primary,Public,Bauchi,9.731195,11.345447,491,15,0.0305,43.85,Low,47.09,High Risk,3.7,0,1,1.75,0.15,0.537,49.36,0.38,0.62,0.48,46.74,Low,High Risk,#d73027,#d73027
9603,School_9603,Synthetic,Senior Secondary,Mission/Faith-based,Bauchi,11.141892,11.4005,138,6,0.0435,19.43,Low,48.17,High Risk,6.67,0,1,3.29,9.94,0.4161,66.98,0.38,0.62,0.48,46.07,Low,High Risk,#d73027,#d73027
9604,School_9604,Synthetic,Primary,Public,Bauchi,9.587386,10.874755,578,21,0.0363,46.46,Low,56.43,High Risk,4.76,0,0,2.28,1.51,0.4593,76.37,0.38,0.62,0.48,46.38,Low,High Risk,#d73027,#d73027
9605,School_9605,Synthetic,Junior Secondary,Public,Bauchi,10.427123,11.192066,319,8,0.0251,24.0,Low,41.8,High Risk,1.19,0,1,1.47,6.62,0.4776,49.77,0.38,0.62,0.48,44.12,Low,High Risk,#d73027,#d73027
9606,School_9606,Synthetic,Senior Secondary,Public,Bauchi,9.379787,11.535191,249,12,0.0482,42.06,Low,39.56,High Risk,2.21,0,1,2.43,8.09,0.3375,49.3,0.38,0.62,0.48,42.62,Low,High Risk,#d73027,#d73027
9607,School_9607,Synthetic,Senior Secondary,Public,Bauchi,10.999705,11.369332,108,3,0.0278,55.63,Medium,51.09,High Risk,1.73,0,0,1.83,14.41,0.4937,58.58,0.38,0.62,0.48,44.53,Low,High Risk,#d73027,#d73027
9608,School_9608,Synthetic,Primary,Private,Bauchi,10.431867,11.792685,357,15,0.042,28.68,Low,45.39,High Risk,5.6,0,1,2.41,1.21,0.3159,76.03,0.38,0.62,0.48,43.76,Low,High Risk,#d73027,#d73027
9609,School_9609,Synthetic,Tertiary,Private,Bauchi,10.592376,11.727915,1532,106,0.0692,61.57,Medium,39.87,High Risk,2.53,0,1,1.89,3.52,0.4908,69.63,0.38,0.62,0.48,55.38,Medium,High Risk,#fee08b,#d73027
9610,School_9610,Synthetic,Senior Secondary,Public,Bauchi,9.206029,11.470807,305,12,0.0393,42.05,Low,58.25,High Risk,3.87,0,1,2.29,0.52,0.4436,56.64,0.38,0.62,0.48,45.11,Low,High Risk,#d73027,#d73027
9611,School_9611,Synthetic,Primary,Public,Bauchi,10.473673,11.72616,260,5,0.0192,10.98,Low,46.85,High Risk,2.4,0,0,2.93,25.73,0.289,35.89,0.38,0.62,0.48,42.76,Low,High Risk,#d73027,#d73027
9612,School_9612,Synthetic,Junior Secondary,Private,Bauchi,11.135572,10.547876,203,7,0.0345,61.49,Medium,46.87,High Risk,5.16,1,0,2.32,13.59,0.4924,85.35,0.38,0.62,0.48,48.79,Low,High Risk,#d73027,#d73027
9613,School_9613,Synthetic,Senior Secondary,Private,Bauchi,11.085732,11.736097,143,7,0.049,63.97,Medium,45.26,High Risk,6.87,0,1,3.0,4.42,0.3006,47.62,0.38,0.62,0.48,43.99,Low,High Risk,#d73027,#d73027
9614,School_9614,Synthetic,Junior Secondary,Mission/Faith-based,Bauchi,9.667668,10.109961,336,14,0.0417,64.2,Medium,48.81,High Risk,2.72,0,1,1.0,8.49,0.3779,31.46,0.38,0.62,0.48,44.27,Low,High Risk,#d73027,#d73027
9615,School_9615,Synthetic,Junior Secondary,Public,Bauchi,11.375943,10.861716,238,10,0.042,39.99,Low,40.31,High Risk,2.04,0,0,2.05,18.75,0.4519,57.27,0.38,0.62,0.48,43.69,Low,High Risk,#d73027,#d73027
9616,School_9616,Synthetic,Senior Secondary,Mission/Faith-based,Bauchi,9.860327,11.941279,356,15,0.0421,36.44,Low,41.2,High Risk,2.87,0,1,2.24,5.78,0.3853,42.42,0.38,0.62,0.48,43.87,Low,High Risk,#d73027,#d73027
9617,School_9617,Synthetic,Primary,Public,Bauchi,9.288366,9.588338,466,19,0.0408,35.37,Low,40.31,High Risk,4.74,0,1,2.51,13.39,0.2422,61.86,0.38,0.62,0.48,44.65,Low,High Risk,#d73027,#d73027
9618,School_9618,Synthetic,Primary,Public,Bauchi,9.9913,9.571976,322,9,0.028,58.22,Medium,46.51,High Risk,4.2,0,0,2.03,3.17,0.4538,74.72,0.38,0.62,0.48,45.64,Low,High Risk,#d73027,#d73027
9619,School_9619,Synthetic,Primary,Public,Bauchi,9.948329,9.463485,366,10,0.0273,46.57,Low,50.3,High Risk,2.0,0,1,1.46,14.63,0.388,47.41,0.38,0.62,0.48,42.02,Low,High Risk,#d73027,#d73027
9620,School_9620,Synthetic,Primary,Private,Bauchi,9.899109,10.50713,420,13,0.031,32.28,Low,47.68,High Risk,3.61,0,0,2.01,9.52,0.4963,67.95,0.38,0.62,0.48,43.98,Low,High Risk,#d73027,#d73027
9621,School_9621,Synthetic,Junior Secondary,Public,Bauchi,11.243567,9.487932,393,14,0.0356,34.66,Low,50.66,High Risk,2.22,0,1,1.61,7.62,0.2254,54.85,0.38,0.62,0.48,42.5,Low,High Risk,#d73027,#d73027
9622,School_9622,Synthetic,Primary,Public,Bauchi,11.060196,11.317168,608,16,0.0263,55.63,Medium,42.5,High Risk,2.13,0,0,1.47,22.51,0.598,57.33,0.38,0.62,0.48,44.31,Low,High Risk,#d73027,#d73027
9623,School_9623,Synthetic,Senior Secondary,Private,Bauchi,9.522656,11.324094,126,3,0.0238,67.3,Medium,49.16,High Risk,4.63,1,1,2.12,32.64,0.4953,74.99,0.38,0.62,0.48,51.09,Low,High Risk,#d73027,#d73027
9624,School_9624,Synthetic,Primary,Public,Bauchi,9.756601,11.088175,180,4,0.0222,32.43,Low,46.95,High Risk,2.67,0,0,1.38,2.82,0.3679,60.91,0.38,0.62,0.48,45.77,Low,High Risk,#d73027,#d73027
9625,School_9625,Synthetic,Primary,Private,Bauchi,9.509516,10.236739,501,19,0.0379,60.56,Medium,41.54,High Risk,4.99,0,0,2.68,21.92,0.4026,28.95,0.38,0.62,0.48,45.73,Low,High Risk,#d73027,#d73027
9626,School_9626,Synthetic,Senior Secondary,Private,Bauchi,9.803621,10.676362,305,9,0.0295,31.66,Low,47.19,High Risk,4.25,1,1,2.79,12.97,0.3339,84.76,0.38,0.62,0.48,49.89,Low,High Risk,#d73027,#d73027
9627,School_9627,Synthetic,Primary,Private,Bauchi,10.079039,11.14198,328,6,0.0183,35.17,Low,48.97,High Risk,3.55,0,1,2.0,3.0,0.5815,56.69,0.38,0.62,0.48,47.08,Low,High Risk,#d73027,#d73027
9628,School_9628,Synthetic,Primary,Public,Bauchi,9.38896,10.717265,418,13,0.0311,43.88,Low,43.71,High Risk,2.07,0,0,2.01,1.27,0.4219,51.25,0.38,0.62,0.48,45.58,Low,High Risk,#d73027,#d73027
9629,School_9629,Synthetic,Primary,Public,Bauchi,9.992296,11.582693,499,11,0.022,52.26,Medium,45.1,High Risk,3.96,0,0,2.32,4.09,0.4582,39.19,0.38,0.62,0.48,45.96,Low,High Risk,#d73027,#d73027
9630,School_9630,Synthetic,Primary,Private,Bauchi,9.985809,10.359929,712,26,0.0365,70.97,High,36.1,High Risk,2.92,0,0,1.59,4.53,0.3923,47.53,0.38,0.62,0.48,47.58,Low,High Risk,#d73027,#d73027
9631,School_9631,Synthetic,Junior Secondary,Mission/Faith-based,Bauchi,10.973391,9.491487,509,20,0.0393,30.36,Low,46.55,High Risk,4.15,0,1,2.27,25.18,0.4454,59.56,0.38,0.62,0.48,47.6,Low,High Risk,#d73027,#d73027
9632,School_9632,Synthetic,Junior Secondary,Private,Bauchi,10.062186,11.492613,397,17,0.0428,31.66,Low,46.14,High Risk,1.93,1,0,1.51,23.18,0.4143,45.78,0.38,0.62,0.48,48.59,Low,High Risk,#d73027,#d73027
9633,School_9633,Synthetic,Primary,Public,Bauchi,10.571749,9.717838,459,7,0.0153,61.72,Medium,45.23,High Risk,0.23,0,1,1.4,14.78,0.4931,37.85,0.38,0.62,0.48,42.12,Low,High Risk,#d73027,#d73027
9634,School_9634,Synthetic,Senior Secondary,Private,Bauchi,9.922852,11.573023,228,9,0.0395,58.92,Medium,35.12,High Risk,1.43,1,1,2.18,6.86,0.4468,65.54,0.38,0.62,0.48,50.94,Low,High Risk,#d73027,#d73027
9635,School_9635,Synthetic,Senior Secondary,Public,Bauchi,10.647287,9.730348,266,7,0.0263,28.4,Low,42.71,High Risk,3.43,0,1,1.32,5.86,0.2556,48.64,0.38,0.62,0.48,44.24,Low,High Risk,#d73027,#d73027
9636,School_9636,Synthetic,Primary,Mission/Faith-based,Bauchi,10.983388,9.77313,111,3,0.027,50.51,Medium,45.45,High Risk,1.91,0,0,1.77,1.88,0.3995,45.15,0.38,0.62,0.48,45.73,Low,High Risk,#d73027,#d73027
9637,School_9637,Synthetic,Primary,Public,Bauchi,11.134105,11.22432,402,14,0.0348,29.86,Low,43.12,High Risk,4.11,0,0,1.85,4.19,0.3754,42.76,0.38,0.62,0.48,44.66,Low,High Risk,#d73027,#d73027
9638,School_9638,Synthetic,Tertiary,Public,Bauchi,9.542002,11.391643,894,74,0.0828,47.62,Low,38.62,High Risk,0.75,0,1,1.71,5.65,0.5892,50.58,0.38,0.62,0.48,51.04,Low,High Risk,#d73027,#d73027
9639,School_9639,Synthetic,Tertiary,Public,Bauchi,11.021195,9.4732,1306,76,0.0582,24.46,Low,51.8,High Risk,3.56,0,1,1.69,2.14,0.3644,26.43,0.38,0.62,0.48,55.78,Low,High Risk,#d73027,#d73027
9640,School_9640,Synthetic,Primary,Public,Bauchi,9.119715,9.703739,470,15,0.0319,36.93,Low,47.78,High Risk,4.52,0,1,2.47,1.32,0.2538,48.02,0.38,0.62,0.48,44.34,Low,High Risk,#d73027,#d73027
9641,School_9641,Synthetic,Junior Secondary,Mission/Faith-based,Bauchi,11.322624,11.796276,270,8,0.0296,41.57,Low,55.66,High Risk,2.66,0,0,1.91,3.6,0.2373,54.73,0.38,0.62,0.48,44.51,Low,High Risk,#d73027,#d73027
9642,School_9642,Synthetic,Tertiary,Private,Bauchi,10.53202,10.14565,943,64,0.0679,52.16,Medium,37.1,High Risk,4.76,0,1,2.35,4.25,0.5599,52.0,0.38,0.62,0.48,54.49,Low,High Risk,#d73027,#d73027
9643,School_9643,Synthetic,Primary,Mission/Faith-based,Bauchi,9.815131,10.707534,410,14,0.0341,45.98,Low,51.81,High Risk,5.53,0,0,2.07,0.2,0.5038,62.79,0.38,0.62,0.48,46.72,Low,High Risk,#d73027,#d73027
9644,School_9644,Synthetic,Tertiary,Public,Bauchi,10.664232,10.673038,987,58,0.0588,26.54,Low,52.12,High Risk,2.81,0,1,2.07,9.32,0.3765,55.53,0.38,0.62,0.48,49.98,Low,High Risk,#d73027,#d73027
9645,School_9645,Synthetic,Primary,Public,Jigawa,9.649967,11.388912,427,9,0.0211,44.24,Low,57.05,High Risk,3.07,0,1,2.43,1.33,0.2261,41.32,0.28,0.72,0.38,39.89,Low,High Risk,#d73027,#d73027
9646,School_9646,Synthetic,Primary,Private,Jigawa,8.996797,11.987553,424,10,0.0236,39.69,Low,58.04,High Risk,4.09,1,1,2.01,0.24,0.0936,68.59,0.28,0.72,0.38,45.96,Low,High Risk,#d73027,#d73027
9647,School_9647,Synthetic,Tertiary,Public,Jigawa,8.93097,12.337953,635,17,0.0268,32.81,Low,53.55,High Risk,0.02,0,1,0.58,15.67,0.5141,24.83,0.28,0.72,0.38,36.56,Low,High Risk,#d73027,#d73027
